id	name	namespace	NS_mean	WS_mean	countNS	countWS	countNS_n_peptide	countWS_n_peptide	countNS_n_samp_children	countWS_n_samp_children
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	3.8073549220576037	1.0	3.8073549220576037	1.0	2.0	2.0	1.0	1.0
GO:0000104	succinate dehydrogenase activity	molecular_function	8.375039431346924	8.271463027904375	8.375039431346924	8.271463027904375	2.0	2.0	1.0	1.0
GO:0000166	nucleotide binding	molecular_function	16.358342136579125	16.475464293595504	16.358342136579125	16.475464293595504	19.0	19.0	5.0	5.0
GO:0001067	regulatory region nucleic acid binding	molecular_function	5.832890014164741	7.845490050944375	5.832890014164741	7.845490050944375	3.0	7.0	1.0	1.0
GO:0001882	nucleoside binding	molecular_function	15.533481830293482	15.663224520253193	15.533481830293482	15.663224520253193	5.0	5.0	2.0	2.0
GO:0001883	purine nucleoside binding	molecular_function	14.601016286307376	14.721419657045304	14.601016286307376	14.721419657045304	3.0	3.0	1.0	1.0
GO:0003674	molecular_function	molecular_function	19.425789588385832	19.446200891438053	19.425789588385832	19.446200891438053	1498.0	1508.0	12.0	11.0
GO:0003676	nucleic acid binding	molecular_function	15.172935300431623	15.059513463933726	15.172935300431623	15.059513463933726	32.0	32.0	5.0	4.0
GO:0003677	DNA binding	molecular_function	11.793196859060945	11.992938336165814	11.793196859060945	11.992938336165814	10.0	15.0	5.0	5.0
GO:0003678	DNA helicase activity	molecular_function	6.845490050944375	6.658211482751795	6.845490050944375	6.658211482751795	4.0	4.0	2.0	2.0
GO:0003690	double-stranded DNA binding	molecular_function	7.658211482751795	8.266786540694902	7.658211482751795	8.266786540694902	5.0	8.0	2.0	2.0
GO:0003700	DNA-binding transcription factor activity	molecular_function	8.543031820255237	9.084808387804364	8.543031820255237	9.084808387804364	2.0	3.0	1.0	2.0
GO:0003712	transcription coregulator activity	molecular_function	1.584962500721156	4.857980995127573	1.584962500721156	4.857980995127573	2.0	2.0	1.0	1.0
GO:0003723	RNA binding	molecular_function	14.383771782242775	14.193371349821494	14.383771782242775	14.193371349821494	19.0	15.0	7.0	6.0
GO:0003747	translation release factor activity	molecular_function	6.321928094887363	7.426264754702097	6.321928094887363	7.426264754702097	3.0	2.0	2.0	1.0
GO:0003824	catalytic activity	molecular_function	17.771889188383888	17.769017780139862	17.771889188383888	17.769017780139862	1128.0	1136.0	11.0	12.0
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	9.726218159332197	10.00842862207058	9.726218159332197	10.00842862207058	2.0	2.0	1.0	1.0
GO:0003909	DNA ligase activity	molecular_function	6.426264754702097	7.554588851677637	6.426264754702097	7.554588851677637	3.0	3.0	2.0	2.0
GO:0003916	DNA topoisomerase activity	molecular_function	8.603626344986193	8.915879378835774	8.603626344986193	8.915879378835774	4.0	4.0	2.0	2.0
GO:0003933	GTP cyclohydrolase activity	molecular_function	6.392317422778762	5.523561956057013	6.392317422778762	5.523561956057013	3.0	3.0	2.0	2.0
GO:0003954	NADH dehydrogenase activity	molecular_function	7.303780748177103	6.409390936137703	7.303780748177103	6.409390936137703	3.0	3.0	1.0	1.0
GO:0004000	adenosine deaminase activity	molecular_function	2.0	1.584962500721156	2.0	1.584962500721156	2.0	3.0	1.0	1.0
GO:0004029	aldehyde dehydrogenase (NAD+) activity	molecular_function	7.807354922057604	6.459431618637298	7.807354922057604	6.459431618637298	4.0	3.0	3.0	2.0
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	8.154818109052105	6.754887502163467	8.154818109052105	6.754887502163467	6.0	4.0	2.0	2.0
GO:0004033	aldo-keto reductase (NADP) activity	molecular_function	2.0	3.584962500721156	2.0	3.584962500721156	2.0	2.0	1.0	1.0
GO:0004084	branched-chain-amino-acid transaminase activity	molecular_function	7.285402218862249	8.228818690495881	7.285402218862249	8.228818690495881	4.0	4.0	3.0	3.0
GO:0004112	cyclic-nucleotide phosphodiesterase activity	molecular_function	4.459431618637297	2.0	4.459431618637297	2.0	3.0	2.0	2.0	1.0
GO:0004133	glycogen debranching enzyme activity	molecular_function	5.247927513443585	6.584962500721157	5.247927513443585	6.584962500721157	3.0	2.0	2.0	1.0
GO:0004175	endopeptidase activity	molecular_function	10.345405246717796	10.725366257895642	10.345405246717796	10.725366257895642	6.0	5.0	5.0	4.0
GO:0004177	aminopeptidase activity	molecular_function	9.204571144249202	9.497851836951117	9.204571144249202	9.497851836951117	3.0	4.0	2.0	3.0
GO:0004180	carboxypeptidase activity	molecular_function	7.965784284662088	8.005624549193879	7.965784284662088	8.005624549193879	4.0	4.0	2.0	2.0
GO:0004185	serine-type carboxypeptidase activity	molecular_function	6.0443941193584525	5.906890595608518	6.0443941193584525	5.906890595608518	2.0	2.0	1.0	1.0
GO:0004308	exo-alpha-sialidase activity	molecular_function	6.285402218862249	8.417852514885897	6.285402218862249	8.417852514885897	4.0	4.0	3.0	3.0
GO:0004312	fatty acid synthase activity	molecular_function	9.573647187493322	9.515699838284043	9.573647187493322	9.515699838284043	5.0	5.0	4.0	4.0
GO:0004325	ferrochelatase activity	molecular_function	4.807354922057604	6.0443941193584525	4.807354922057604	6.0443941193584525	2.0	2.0	1.0	1.0
GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	molecular_function	8.326429487122303	3.169925001442312	8.326429487122303	3.169925001442312	3.0	3.0	1.0	1.0
GO:0004386	helicase activity	molecular_function	9.247927513443585	9.310612781659527	9.247927513443585	9.310612781659527	10.0	8.0	3.0	2.0
GO:0004396	hexokinase activity	molecular_function	5.754887502163467	7.599912842187128	5.754887502163467	7.599912842187128	3.0	3.0	2.0	2.0
GO:0004457	lactate dehydrogenase activity	molecular_function	9.108524456778168	9.20945336562895	9.108524456778168	9.20945336562895	4.0	5.0	3.0	4.0
GO:0004470	malic enzyme activity	molecular_function	8.569855608330949	8.252665432450247	8.569855608330949	8.252665432450247	3.0	3.0	2.0	2.0
GO:0004497	monooxygenase activity	molecular_function	8.43879185257826	9.14974711950468	8.43879185257826	9.14974711950468	5.0	8.0	2.0	3.0
GO:0004518	nuclease activity	molecular_function	11.319107575824985	11.572700226487294	11.319107575824985	11.572700226487294	34.0	38.0	4.0	4.0
GO:0004519	endonuclease activity	molecular_function	9.696967526234287	9.878050912728538	9.696967526234287	9.878050912728538	13.0	20.0	3.0	4.0
GO:0004520	endodeoxyribonuclease activity	molecular_function	8.276124405274237	7.417852514885897	8.276124405274237	7.417852514885897	7.0	10.0	3.0	4.0
GO:0004521	endoribonuclease activity	molecular_function	6.965784284662088	8.233619676759702	6.965784284662088	8.233619676759702	4.0	7.0	1.0	1.0
GO:0004527	exonuclease activity	molecular_function	9.820178962415188	10.204571144249202	9.820178962415188	10.204571144249202	15.0	13.0	5.0	5.0
GO:0004529	exodeoxyribonuclease activity	molecular_function	7.467605550082997	6.442943495848727	7.467605550082997	6.442943495848727	6.0	5.0	1.0	1.0
GO:0004532	exoribonuclease activity	molecular_function	7.467605550082997	8.573647187493322	7.467605550082997	8.573647187493322	5.0	4.0	1.0	1.0
GO:0004536	deoxyribonuclease activity	molecular_function	9.335390354693924	8.483815777264255	9.335390354693924	8.483815777264255	14.0	16.0	2.0	2.0
GO:0004540	ribonuclease activity	molecular_function	8.813781191217037	9.876516946565	8.813781191217037	9.876516946565	13.0	14.0	5.0	4.0
GO:0004551	nucleotide diphosphatase activity	molecular_function	5.954196310386875	3.3219280948873617	5.954196310386875	3.3219280948873617	4.0	4.0	2.0	2.0
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	9.066089190457774	10.747353829478064	9.066089190457774	10.747353829478064	36.0	45.0	16.0	18.0
GO:0004557	alpha-galactosidase activity	molecular_function	3.3219280948873617	2.0	3.3219280948873617	2.0	2.0	2.0	1.0	1.0
GO:0004558	alpha-1,4-glucosidase activity	molecular_function	2.0	4.807354922057604	2.0	4.807354922057604	2.0	2.0	1.0	1.0
GO:0004601	peroxidase activity	molecular_function	8.08214904135387	8.614709844115207	8.08214904135387	8.614709844115207	4.0	4.0	3.0	3.0
GO:0004611	phosphoenolpyruvate carboxykinase activity	molecular_function	8.930737337562887	7.794415866350106	8.930737337562887	7.794415866350106	4.0	4.0	3.0	3.0
GO:0004619	phosphoglycerate mutase activity	molecular_function	8.149747119504681	8.022367813028454	8.149747119504681	8.022367813028454	3.0	3.0	2.0	2.0
GO:0004620	phospholipase activity	molecular_function	4.247927513443585	3.906890595608519	4.247927513443585	3.906890595608519	5.0	4.0	3.0	2.0
GO:0004629	phospholipase C activity	molecular_function	3.3219280948873617	2.5849625007211556	3.3219280948873617	2.5849625007211556	2.0	2.0	1.0	1.0
GO:0004645	1,4-alpha-oligoglucan phosphorylase activity	molecular_function	7.076815597050832	8.366322214245816	7.076815597050832	8.366322214245816	3.0	3.0	2.0	2.0
GO:0004652	polynucleotide adenylyltransferase activity	molecular_function	4.0	5.044394119358453	4.0	5.044394119358453	2.0	2.0	1.0	1.0
GO:0004672	protein kinase activity	molecular_function	7.523561956057013	8.546894459887637	7.523561956057013	8.546894459887637	5.0	8.0	3.0	5.0
GO:0004673	protein histidine kinase activity	molecular_function	5.906890595608518	7.087462841250338	5.906890595608518	7.087462841250338	2.0	2.0	1.0	1.0
GO:0004721	phosphoprotein phosphatase activity	molecular_function	3.700439718141092	6.066089190457772	3.700439718141092	6.066089190457772	3.0	3.0	2.0	2.0
GO:0004731	purine-nucleoside phosphorylase activity	molecular_function	5.977279923499918	6.459431618637298	5.977279923499918	6.459431618637298	2.0	2.0	1.0	1.0
GO:0004738	pyruvate dehydrogenase activity	molecular_function	6.209453365628951	6.832890014164741	6.209453365628951	6.832890014164741	2.0	2.0	1.0	1.0
GO:0004774	succinate-CoA ligase activity	molecular_function	5.584962500721157	1.0	5.584962500721157	1.0	2.0	2.0	1.0	1.0
GO:0004779	sulfate adenylyltransferase activity	molecular_function	4.700439718141092	5.247927513443585	4.700439718141092	5.247927513443585	2.0	2.0	1.0	1.0
GO:0004810	tRNA adenylyltransferase activity	molecular_function	4.0	5.044394119358453	4.0	5.044394119358453	2.0	2.0	1.0	1.0
GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	12.025139562278508	12.005975356500382	12.025139562278508	12.005975356500382	23.0	23.0	22.0	22.0
GO:0004857	enzyme inhibitor activity	molecular_function	8.479780264029099	8.672425341971495	8.479780264029099	8.672425341971495	5.0	4.0	2.0	1.0
GO:0004888	transmembrane signaling receptor activity	molecular_function	8.092757140919852	8.154818109052105	8.092757140919852	8.154818109052105	3.0	3.0	1.0	1.0
GO:0005198	structural molecule activity	molecular_function	13.63094962683287	13.373544903224404	13.63094962683287	13.373544903224404	3.0	3.0	2.0	2.0
GO:0005215	transporter activity	molecular_function	14.440609666748422	14.584845089120613	14.440609666748422	14.584845089120613	189.0	182.0	4.0	4.0
