id	name	namespace	NS_mean	WS_mean	countNS	countWS	countNS_n_peptide	countWS_n_peptide	countNS_n_samp_children	countWS_n_samp_children
GO:0000104	succinate dehydrogenase activity	molecular_function	3.700439718141092	0.8130744015738375	3.700439718141092	0.8130744015738375	5.0	2.0	1.0	NA
GO:0000166	nucleotide binding	molecular_function	12.698053484163538	14.46277966704524	12.698053484163538	14.46277966704524	4945.0	3604.0	2.0	2.0
GO:0000902	cell morphogenesis	biological_process	11.329796338220701	NA	11.329796338220701	NA	1521.0	NA	NA	NA
GO:0002949	tRNA threonylcarbamoyladenosine modification	biological_process	7.60733031374961	NA	7.60733031374961	NA	169.0	NA	NA	NA
GO:0003674	molecular_function	molecular_function	17.813361596491152	16.88761311954439	17.813361596491152	16.88761311954439	81390.0	32288.0	6.0	6.0
GO:0003676	nucleic acid binding	molecular_function	12.224906090719767	11.846841516420218	12.224906090719767	11.846841516420218	2627.0	1175.0	3.0	3.0
GO:0003677	DNA binding	molecular_function	9.430452551665532	9.041893092069717	9.430452551665532	9.041893092069717	600.0	390.0	NA	NA
GO:0003723	RNA binding	molecular_function	1.584962500721156	2.1350024964612024	1.584962500721156	2.1350024964612024	3.0	3.0	1.0	1.0
GO:0003743	translation initiation factor activity	molecular_function	NA	-0.18692559842616258	NA	-0.18692559842616258	NA	1.0	NA	NA
GO:0003746	translation elongation factor activity	molecular_function	1.0	1.8130744015738405	1.0	1.8130744015738405	2.0	2.0	NA	NA
GO:0003747	translation release factor activity	molecular_function	NA	NA	0.0	NA	1.0	NA	NA	NA
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	9.346513733165635	NA	9.346513733165635	NA	441.0	NA	NA	NA
GO:0003824	catalytic activity	molecular_function	17.623788632959887	16.46402795833926	17.623788632959887	16.46402795833926	68530.0	25549.0	8.0	8.0
GO:0003938	IMP dehydrogenase activity	molecular_function	2.0	5.813074401573838	2.0	5.813074401573838	4.0	12.0	NA	NA
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	NA	-0.18692559842616258	0.0	-0.18692559842616258	1.0	1.0	NA	NA
GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	1.584962500721156	NA	1.584962500721156	NA	1.0	NA	NA	NA
GO:0004022	alcohol dehydrogenase (NAD+) activity	molecular_function	5.491853096329675	5.567961903737307	5.491853096329675	5.567961903737307	9.0	6.0	NA	NA
GO:0004029	aldehyde dehydrogenase (NAD+) activity	molecular_function	1.584962500721156	NA	1.584962500721156	NA	2.0	NA	1.0	NA
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	1.584962500721156	NA	1.584962500721156	NA	2.0	NA	1.0	NA
GO:0004155	6,7-dihydropteridine reductase activity	molecular_function	NA	2.9829994030161497	NA	2.9829994030161497	NA	9.0	NA	NA
GO:0004175	endopeptidase activity	molecular_function	12.913263430628762	8.496068985255521	12.913263430628762	8.496068985255521	3306.0	179.0	1.0	2.0
GO:0004177	aminopeptidase activity	molecular_function	13.34179677239183	9.544393432598884	13.34179677239183	9.544393432598884	1646.0	625.0	1.0	NA
GO:0004180	carboxypeptidase activity	molecular_function	1.0	NA	1.0	NA	1.0	NA	NA	NA
GO:0004222	metalloendopeptidase activity	molecular_function	NA	6.731937638848435	NA	6.731937638848435	NA	121.0	NA	NA
GO:0004252	serine-type endopeptidase activity	molecular_function	12.913263430628762	7.992983491588772	12.913263430628762	7.992983491588772	3306.0	58.0	NA	NA
GO:0004324	ferredoxin-NADP+ reductase activity	molecular_function	1.0	NA	1.0	NA	1.0	NA	NA	NA
GO:0004333	fumarate hydratase activity	molecular_function	2.584962500721156	4.205391824352597	2.584962500721156	4.205391824352597	6.0	3.0	NA	NA
