id	name	namespace	NS_mean	WS_mean	countNS	countWS	countNS_n_peptide	countWS_n_peptide	countNS_n_samp_children	countWS_n_samp_children
GO:0000003	reproduction	biological_process	-7.0582036687856995	-5.419997251980059	-7.0582036687856995	-5.419997251980059	3.0	3.0	2.0	2.0
GO:0000096	sulfur amino acid metabolic process	biological_process	-8.044593248099009	-8.525935652213294	-8.044593248099009	-8.525935652213294	6.0	6.0	2.0	2.0
GO:0000097	sulfur amino acid biosynthetic process	biological_process	-8.629555748820165	-9.110898152934453	-8.629555748820165	-9.110898152934453	4.0	4.0	1.0	1.0
GO:0000166	nucleotide binding	molecular_function	-1.1135545249246193	-0.14430792391302846	-1.1135545249246193	-0.14430792391302846	14.0	14.0	5.0	5.0
GO:0000270	peptidoglycan metabolic process	biological_process	-7.273173190385796	-7.003420353155136	-7.273173190385796	-7.003420353155136	4.0	4.0	3.0	3.0
GO:0000271	polysaccharide biosynthetic process	biological_process	-6.014206000924068	-6.011841352388696	-6.014206000924068	-6.011841352388696	5.0	5.0	1.0	1.0
GO:0001505	regulation of neurotransmitter levels	biological_process	-7.9467962450228695	-8.134209392706566	-7.9467962450228695	-8.134209392706566	3.0	3.0	1.0	1.0
GO:0001882	nucleoside binding	molecular_function	-1.962344360304231	-1.028388417374256	-1.962344360304231	-1.028388417374256	5.0	5.0	2.0	2.0
GO:0001883	purine nucleoside binding	molecular_function	-2.8424817458241787	-1.9165222745737969	-2.8424817458241787	-1.9165222745737969	3.0	3.0	1.0	1.0
GO:0003674	molecular_function	molecular_function	2.269307354572699	3.1670627999358416	2.269307354572699	3.1670627999358416	483.0	483.0	10.0	10.0
GO:0003676	nucleic acid binding	molecular_function	-0.9877570841245948	0.11981028522070772	-0.9877570841245948	0.11981028522070772	15.0	15.0	3.0	3.0
GO:0003677	DNA binding	molecular_function	-5.381615604791839	-4.629486041400449	-5.381615604791839	-4.629486041400449	4.0	4.0	3.0	3.0
GO:0003723	RNA binding	molecular_function	-1.5857437382514663	-0.4701912406110696	-1.5857437382514663	-0.4701912406110696	9.0	9.0	5.0	5.0
GO:0003824	catalytic activity	molecular_function	0.4832258305713855	1.1772204662666736	0.4832258305713855	1.1772204662666736	344.0	344.0	10.0	10.0
GO:0003916	DNA topoisomerase activity	molecular_function	-10.882809257404318	-9.364791461570242	-10.882809257404318	-9.364791461570242	3.0	3.0	1.0	1.0
GO:0003954	NADH dehydrogenase activity	molecular_function	-10.29554942775756	-8.428601550005144	-10.29554942775756	-8.428601550005144	3.0	3.0	1.0	1.0
GO:0004175	endopeptidase activity	molecular_function	-8.590866114322024	-6.992299009399365	-8.590866114322024	-6.992299009399365	3.0	3.0	2.0	2.0
GO:0004312	fatty acid synthase activity	molecular_function	-6.75653088262471	-6.326569721010225	-6.75653088262471	-6.326569721010225	4.0	4.0	3.0	3.0
